player_id,display_name,normalized_name,birth_date,age,nationality_id,primary_position,secondary_position,dominant_foot,height_cm,current_team_id,status,priority_manual,potential,source,phone,email,test_sheet,entry_date,entry_age,tags,general_notes,created_at
PLY0112,Robin Le Normand,robin le normand,,29,CTY0001,DFC,,,,TEA0046,Seguir,,Medio-alto,Dataset inicial,,,,,29,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0113,Nahuel Molina,nahuel molina,,28,CTY0009,LD,,,,TEA0046,Seguir,,Medio-alto,Dataset inicial,,,,,28,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0114,Javi Galán,javi galan,,31,CTY0001,LI,,,,TEA0046,Seguir,,Medio-alto,Dataset inicial,,,,,31,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0115,Koke,koke,,34,CTY0001,MC,,,,TEA0046,Seguir,,Medio-alto,Dataset inicial,,,,,34,centrocampista,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0116,Rodrigo De Paul,rodrigo de paul,,32,CTY0009,MC,,,,TEA0046,Seguir,,Medio-alto,Dataset inicial,,,,,32,centrocampista,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0117,Pablo Barrios,pablo barrios,,23,CTY0001,MC,,,,TEA0046,Seguir,,Alto,Dataset inicial,,,,,23,"Sub-23, centrocampista",Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0118,Antoine Griezmann,antoine griezmann,,35,CTY0005,SD,,,,TEA0046,Seguir,,Medio-alto,Dataset inicial,,,,,35,último tercio,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0119,Julián Álvarez,julian alvarez,,26,CTY0009,DC,,,,TEA0046,Seguir,,Medio-alto,Dataset inicial,,,,,26,último tercio,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0120,Alexander Sørloth,alexander s rloth,,30,CTY0014,DC,,,,TEA0046,Seguir,,Medio-alto,Dataset inicial,,,,,30,último tercio,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0121,Giuliano Simeone,giuliano simeone,,23,CTY0009,ED,,,,TEA0046,Seguir,,Alto,Dataset inicial,,,,,23,"Sub-23, último tercio",Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0122,Gianluigi Donnarumma,gianluigi donnarumma,,27,CTY0003,POR,,,,TEA0163,Seguir,,Medio-alto,Dataset inicial,,,,,27,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0123,Achraf Hakimi,achraf hakimi,,27,CTY0013,LD,,,,TEA0163,Seguir,,Medio-alto,Dataset inicial,,,,,27,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0124,Marquinhos,marquinhos,,32,CTY0010,DFC,,,,TEA0163,Seguir,,Medio-alto,Dataset inicial,,,,,32,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0125,Willian Pacho,willian pacho,,24,CTY0034,DFC,,,,TEA0163,Seguir,,Medio-alto,Dataset inicial,,,,,24,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0126,Nuno Mendes,nuno mendes,,23,CTY0006,LI,,,,TEA0163,Seguir,,Alto,Dataset inicial,,,,,23,Sub-23,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0127,Vitinha,vitinha,,26,CTY0006,MC,,,,TEA0163,Seguir,,Medio-alto,Dataset inicial,,,,,26,centrocampista,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0128,João Neves,joao neves,,21,CTY0006,MC,,,,TEA0163,Seguir,,Alto,Dataset inicial,,,,,21,"Sub-23, centrocampista",Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0129,Warren Zaïre-Emery,warren zaire-emery,,20,CTY0005,MC,,,,TEA0163,Seguir,,Alto,Dataset inicial,,,,,20,"Sub-23, centrocampista",Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0130,Fabián Ruiz,fabian ruiz,,30,CTY0001,MC,,,,TEA0163,Seguir,,Medio-alto,Dataset inicial,,,,,30,centrocampista,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0131,Ousmane Dembélé,ousmane dembele,,29,CTY0005,ED,,,,TEA0163,Seguir,,Medio-alto,Dataset inicial,,,,,29,último tercio,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0132,Bradley Barcola,bradley barcola,,23,CTY0005,EI,,,,TEA0163,Seguir,,Alto,Dataset inicial,,,,,23,"Sub-23, último tercio",Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0133,Gonçalo Ramos,goncalo ramos,,25,CTY0006,DC,,,,TEA0163,Seguir,,Medio-alto,Dataset inicial,,,,,25,último tercio,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0134,Manuel Neuer,manuel neuer,,40,CTY0004,POR,,,,TEA0127,Seguir,,Medio-alto,Dataset inicial,,,,,40,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0135,Dayot Upamecano,dayot upamecano,,27,CTY0005,DFC,,,,TEA0127,Seguir,,Medio-alto,Dataset inicial,,,,,27,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0136,Kim Min-jae,kim min-jae,,29,CTY0032,DFC,,,,TEA0127,Seguir,,Medio-alto,Dataset inicial,,,,,29,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0137,Alphonso Davies,alphonso davies,,25,CTY0036,LI,,,,TEA0127,Seguir,,Medio-alto,Dataset inicial,,,,,25,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0138,Joshua Kimmich,joshua kimmich,,31,CTY0004,MCD,,,,TEA0127,Seguir,,Medio-alto,Dataset inicial,,,,,31,centrocampista,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0139,Aleksandar Pavlović,aleksandar pavlovic,,22,CTY0004,MC,,,,TEA0127,Seguir,,Alto,Dataset inicial,,,,,22,"Sub-23, centrocampista",Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0140,Jamal Musiala,jamal musiala,,23,CTY0004,MP,,,,TEA0127,Seguir,,Alto,Dataset inicial,,,,,23,"Sub-23, centrocampista",Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0141,Michael Olise,michael olise,,24,CTY0005,ED,,,,TEA0127,Seguir,,Medio-alto,Dataset inicial,,,,,24,último tercio,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0142,Leroy Sané,leroy sane,,30,CTY0004,ED,,,,TEA0127,Seguir,,Medio-alto,Dataset inicial,,,,,30,último tercio,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0143,Kingsley Coman,kingsley coman,,30,CTY0005,EI,,,,TEA0127,Seguir,,Medio-alto,Dataset inicial,,,,,30,último tercio,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0144,Harry Kane,harry kane,,32,CTY0002,DC,,,,TEA0127,Seguir,,Medio-alto,Dataset inicial,,,,,32,último tercio,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0145,Serge Gnabry,serge gnabry,,30,CTY0004,EI,,,,TEA0127,Seguir,,Medio-alto,Dataset inicial,,,,,30,último tercio,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0146,Gregor Kobel,gregor kobel,,28,CTY0017,POR,,,,TEA0129,Seguir,,Medio-alto,Dataset inicial,,,,,28,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0147,Nico Schlotterbeck,nico schlotterbeck,,26,CTY0004,DFC,,,,TEA0129,Seguir,,Medio-alto,Dataset inicial,,,,,26,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0148,Waldemar Anton,waldemar anton,,29,CTY0004,DFC,,,,TEA0129,Seguir,,Medio-alto,Dataset inicial,,,,,29,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0149,Ramy Bensebaini,ramy bensebaini,,31,CTY0024,LI,,,,TEA0129,Seguir,,Medio-alto,Dataset inicial,,,,,31,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0150,Julian Ryerson,julian ryerson,,28,CTY0014,LD,,,,TEA0129,Seguir,,Medio-alto,Dataset inicial,,,,,28,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0151,Emre Can,emre can,,32,CTY0004,MCD,,,,TEA0129,Seguir,,Medio-alto,Dataset inicial,,,,,32,centrocampista,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0152,Pascal Groß,pascal gro,,34,CTY0004,MC,,,,TEA0129,Seguir,,Medio-alto,Dataset inicial,,,,,34,centrocampista,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0153,Felix Nmecha,felix nmecha,,25,CTY0004,MC,,,,TEA0129,Seguir,,Medio-alto,Dataset inicial,,,,,25,centrocampista,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0154,Julian Brandt,julian brandt,,30,CTY0004,MP,,,,TEA0129,Seguir,,Medio-alto,Dataset inicial,,,,,30,centrocampista,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0155,Karim Adeyemi,karim adeyemi,,24,CTY0004,EI,,,,TEA0129,Seguir,,Medio-alto,Dataset inicial,,,,,24,último tercio,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0156,Serhou Guirassy,serhou guirassy,,30,CTY0039,DC,,,,TEA0129,Seguir,,Medio-alto,Dataset inicial,,,,,30,último tercio,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0157,Jamie Gittens,jamie gittens,,21,CTY0002,EI,,,,TEA0129,Seguir,,Alto,Dataset inicial,,,,,21,"Sub-23, último tercio",Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0158,Yann Sommer,yann sommer,,37,CTY0017,POR,,,,TEA0094,Seguir,,Medio-alto,Dataset inicial,,,,,37,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0159,Alessandro Bastoni,alessandro bastoni,,27,CTY0003,DFC,,,,TEA0094,Seguir,,Medio-alto,Dataset inicial,,,,,27,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0160,Nicolò Barella,nicolo barella,,29,CTY0003,MC,,,,TEA0094,Seguir,,Medio-alto,Dataset inicial,,,,,29,centrocampista,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0161,Hakan Çalhanoğlu,hakan calhanoglu,,32,CTY0026,MCD,,,,TEA0094,Seguir,,Medio-alto,Dataset inicial,,,,,32,centrocampista,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0162,Federico Dimarco,federico dimarco,,28,CTY0003,CAI,,,,TEA0094,Seguir,,Medio-alto,Dataset inicial,,,,,28,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0163,Denzel Dumfries,denzel dumfries,,30,CTY0007,CAD,,,,TEA0094,Seguir,,Medio-alto,Dataset inicial,,,,,30,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0164,Lautaro Martínez,lautaro martinez,,28,CTY0009,DC,,,,TEA0094,Seguir,,Medio-alto,Dataset inicial,,,,,28,último tercio,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0165,Marcus Thuram,marcus thuram,,28,CTY0005,DC,,,,TEA0094,Seguir,,Medio-alto,Dataset inicial,,,,,28,último tercio,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0166,Benjamin Pavard,benjamin pavard,,30,CTY0005,DFC,,,,TEA0094,Seguir,,Medio-alto,Dataset inicial,,,,,30,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0167,Francesco Acerbi,francesco acerbi,,38,CTY0003,DFC,,,,TEA0094,Seguir,,Medio-alto,Dataset inicial,,,,,38,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0168,Michele Di Gregorio,michele di gregorio,,28,CTY0003,POR,,,,TEA0095,Seguir,,Medio-alto,Dataset inicial,,,,,28,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0169,Gleison Bremer,gleison bremer,,29,CTY0010,DFC,,,,TEA0095,Seguir,,Medio-alto,Dataset inicial,,,,,29,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0170,Federico Gatti,federico gatti,,28,CTY0003,DFC,,,,TEA0095,Seguir,,Medio-alto,Dataset inicial,,,,,28,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0171,Andrea Cambiaso,andrea cambiaso,,26,CTY0003,LI,,,,TEA0095,Seguir,,Medio-alto,Dataset inicial,,,,,26,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0172,Manuel Locatelli,manuel locatelli,,28,CTY0003,MCD,,,,TEA0095,Seguir,,Medio-alto,Dataset inicial,,,,,28,centrocampista,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0173,Khéphren Thuram,khephren thuram,,25,CTY0005,MC,,,,TEA0095,Seguir,,Medio-alto,Dataset inicial,,,,,25,centrocampista,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0174,Douglas Luiz,douglas luiz,,28,CTY0010,MC,,,,TEA0095,Seguir,,Medio-alto,Dataset inicial,,,,,28,centrocampista,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0175,Teun Koopmeiners,teun koopmeiners,,28,CTY0007,MP,,,,TEA0095,Seguir,,Medio-alto,Dataset inicial,,,,,28,centrocampista,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0176,Kenan Yıldız,kenan y ld z,,21,CTY0026,MP,,,,TEA0095,Seguir,,Alto,Dataset inicial,,,,,21,"Sub-23, centrocampista",Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0177,Dušan Vlahović,dusan vlahovic,,26,CTY0028,DC,,,,TEA0095,Seguir,,Medio-alto,Dataset inicial,,,,,26,último tercio,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0178,Francisco Conceição,francisco conceicao,,23,CTY0006,ED,,,,TEA0095,Seguir,,Alto,Dataset inicial,,,,,23,"Sub-23, último tercio",Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0179,Mike Maignan,mike maignan,,30,CTY0005,POR,,,,TEA0098,Seguir,,Medio-alto,Dataset inicial,,,,,30,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0180,Theo Hernández,theo hernandez,,28,CTY0005,LI,,,,TEA0098,Seguir,,Medio-alto,Dataset inicial,,,,,28,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0181,Fikayo Tomori,fikayo tomori,,28,CTY0002,DFC,,,,TEA0098,Seguir,,Medio-alto,Dataset inicial,,,,,28,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0182,Strahinja Pavlović,strahinja pavlovic,,25,CTY0028,DFC,,,,TEA0098,Seguir,,Medio-alto,Dataset inicial,,,,,25,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0183,Yunus Musah,yunus musah,,23,CTY0019,MC,,,,TEA0098,Seguir,,Alto,Dataset inicial,,,,,23,"Sub-23, centrocampista",Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0184,Rafael Leão,rafael leao,,26,CTY0006,EI,,,,TEA0098,Seguir,,Medio-alto,Dataset inicial,,,,,26,último tercio,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0185,Christian Pulisic,christian pulisic,,27,CTY0019,ED,,,,TEA0098,Seguir,,Medio-alto,Dataset inicial,,,,,27,último tercio,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0186,Samuel Chukwueze,samuel chukwueze,,27,CTY0023,ED,,,,TEA0098,Seguir,,Medio-alto,Dataset inicial,,,,,27,último tercio,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0187,Álvaro Morata,alvaro morata,,33,CTY0001,DC,,,,TEA0098,Seguir,,Medio-alto,Dataset inicial,,,,,33,último tercio,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0188,Alex Meret,alex meret,,29,CTY0003,POR,,,,TEA0099,Seguir,,Medio-alto,Dataset inicial,,,,,29,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0189,Alessandro Buongiorno,alessandro buongiorno,,26,CTY0003,DFC,,,,TEA0099,Seguir,,Medio-alto,Dataset inicial,,,,,26,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0190,Giovanni Di Lorenzo,giovanni di lorenzo,,32,CTY0003,LD,,,,TEA0099,Seguir,,Medio-alto,Dataset inicial,,,,,32,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0191,Stanislav Lobotka,stanislav lobotka,,31,CTY0046,MCD,,,,TEA0099,Seguir,,Medio-alto,Dataset inicial,,,,,31,centrocampista,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0192,Frank Anguissa,frank anguissa,,30,CTY0037,MC,,,,TEA0099,Seguir,,Medio-alto,Dataset inicial,,,,,30,centrocampista,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0193,Scott McTominay,scott mctominay,,29,CTY0041,MC,,,,TEA0099,Seguir,,Medio-alto,Dataset inicial,,,,,29,centrocampista,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0194,Khvicha Kvaratskhelia,khvicha kvaratskhelia,,25,CTY0030,EI,,,,TEA0099,Seguir,,Medio-alto,Dataset inicial,,,,,25,último tercio,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0195,Matteo Politano,matteo politano,,32,CTY0003,ED,,,,TEA0099,Seguir,,Medio-alto,Dataset inicial,,,,,32,último tercio,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0196,Romelu Lukaku,romelu lukaku,,33,CTY0008,DC,,,,TEA0099,Seguir,,Medio-alto,Dataset inicial,,,,,33,último tercio,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0197,Giacomo Raspadori,giacomo raspadori,,26,CTY0003,SD,,,,TEA0099,Seguir,,Medio-alto,Dataset inicial,,,,,26,último tercio,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0198,Lukáš Hrádecký,lukas hradecky,,36,CTY0047,POR,,,,TEA0130,Seguir,,Medio-alto,Dataset inicial,,,,,36,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0199,Edmond Tapsoba,edmond tapsoba,,27,CTY0048,DFC,,,,TEA0130,Seguir,,Medio-alto,Dataset inicial,,,,,27,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0200,Jonathan Tah,jonathan tah,,30,CTY0004,DFC,,,,TEA0130,Seguir,,Medio-alto,Dataset inicial,,,,,30,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0201,Alejandro Grimaldo,alejandro grimaldo,,30,CTY0001,CAI,,,,TEA0130,Seguir,,Medio-alto,Dataset inicial,,,,,30,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0202,Jeremie Frimpong,jeremie frimpong,,25,CTY0007,CAD,,,,TEA0130,Seguir,,Medio-alto,Dataset inicial,,,,,25,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0203,Granit Xhaka,granit xhaka,,33,CTY0017,MC,,,,TEA0130,Seguir,,Medio-alto,Dataset inicial,,,,,33,centrocampista,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0204,Exequiel Palacios,exequiel palacios,,27,CTY0009,MC,,,,TEA0130,Seguir,,Medio-alto,Dataset inicial,,,,,27,centrocampista,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0205,Florian Wirtz,florian wirtz,,23,CTY0004,MP,,,,TEA0130,Seguir,,Alto,Dataset inicial,,,,,23,"Sub-23, centrocampista",Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0206,Patrik Schick,patrik schick,,30,CTY0040,DC,,,,TEA0130,Seguir,,Medio-alto,Dataset inicial,,,,,30,último tercio,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0207,Victor Boniface,victor boniface,,25,CTY0023,DC,,,,TEA0130,Seguir,,Medio-alto,Dataset inicial,,,,,25,último tercio,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0208,Péter Gulácsi,peter gulacsi,,36,CTY0043,POR,,,,TEA0128,Seguir,,Medio-alto,Dataset inicial,,,,,36,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0209,Castello Lukeba,castello lukeba,,23,CTY0005,DFC,,,,TEA0128,Seguir,,Alto,Dataset inicial,,,,,23,Sub-23,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0210,Willi Orbán,willi orban,,33,CTY0043,DFC,,,,TEA0128,Seguir,,Medio-alto,Dataset inicial,,,,,33,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0211,David Raum,david raum,,28,CTY0004,LI,,,,TEA0128,Seguir,,Medio-alto,Dataset inicial,,,,,28,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0212,Xaver Schlager,xaver schlager,,28,CTY0018,MC,,,,TEA0128,Seguir,,Medio-alto,Dataset inicial,,,,,28,centrocampista,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0213,Amadou Haidara,amadou haidara,,28,CTY0038,MC,,,,TEA0128,Seguir,,Medio-alto,Dataset inicial,,,,,28,centrocampista,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0214,Xavi Simons,xavi simons,,23,CTY0007,MP,,,,TEA0128,Seguir,,Alto,Dataset inicial,,,,,23,"Sub-23, centrocampista",Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0215,Benjamin Šeško,benjamin sesko,,22,CTY0029,DC,,,,TEA0128,Seguir,,Alto,Dataset inicial,,,,,22,"Sub-23, último tercio",Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0216,Loïs Openda,lois openda,,26,CTY0008,DC,,,,TEA0128,Seguir,,Medio-alto,Dataset inicial,,,,,26,último tercio,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0217,Christoph Baumgartner,christoph baumgartner,,26,CTY0018,MP,,,,TEA0128,Seguir,,Medio-alto,Dataset inicial,,,,,26,centrocampista,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0218,Gerónimo Rulli,geronimo rulli,,34,CTY0009,POR,,,,TEA0164,Seguir,,Medio-alto,Dataset inicial,,,,,34,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0219,Leonardo Balerdi,leonardo balerdi,,27,CTY0009,DFC,,,,TEA0164,Seguir,,Medio-alto,Dataset inicial,,,,,27,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0220,Quentin Merlin,quentin merlin,,24,CTY0005,LI,,,,TEA0164,Seguir,,Medio-alto,Dataset inicial,,,,,24,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0221,Pierre-Emile Højbjerg,pierre-emile h jbjerg,,30,CTY0016,MCD,,,,TEA0164,Seguir,,Medio-alto,Dataset inicial,,,,,30,centrocampista,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0222,Adrien Rabiot,adrien rabiot,,31,CTY0005,MC,,,,TEA0164,Seguir,,Medio-alto,Dataset inicial,,,,,31,centrocampista,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0223,Mason Greenwood,mason greenwood,,24,CTY0002,ED,,,,TEA0164,Seguir,,Medio-alto,Dataset inicial,,,,,24,último tercio,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
